index;first_name;name;age;numero_securite_sociale
2463;Roger;Valls;53;1 27 11 72 844 307 84
2464;Marie;Ruffin;62;1 82 01 39 159 997 34
2465;Mathilde;Dugommier;111;1 23 06 23 598 722 96
2466;Mathilde;Ben;73;1 46 10 87 165 645 79
2467;Mathilde;Ben;59;1 13 06 31 244 026 45
2468;François;Wilson;82;1 37 04 48 086 631 60
2469;Nathan;Macron;88;1 35 06 58 813 900 74
2470;Albert;Wilson;31;1 48 06 28 477 718 45
2471;Margaux;Ben;99;1 52 07 48 598 030 81
2472;Mathilde;Dugommier;114;1 28 03 81 402 221 61
2473;Roger;Ruffin;73;1 08 09 31 869 716 63
2474;Roger;Lepetit;30;1 82 02 55 812 043 42
2475;Albert;Dugommier;12;1 17 02 74 570 527 84
2476;Margaux;Hammon;74;1 18 07 28 299 432 17
2477;Margaux;Ben;35;1 85 11 45 905 345 37
2478;Roger;Lepetit;103;1 25 03 66 970 900 56
2479;Marc;Leforgeron;41;1 33 09 74 161 961 26
2480;François;Ben;109;1 26 03 35 855 700 83
2481;Marc;Leforgeron;54;1 36 01 28 115 431 55
2482;Nathan;Valls;58;1 72 11 51 141 592 50
2483;Mathilde;Ben;27;1 26 02 44 888 240 90
2484;Marie;Valls;50;1 77 02 27 403 938 73
2485;François;Ruffin;99;1 76 06 30 766 958 36
2486;François;Macron;102;1 68 01 22 794 164 73
2487;Jean;Wilson;57;1 18 07 82 374 481 56
2488;Margaux;Dugommier;10;1 66 10 54 576 121 54
2489;Mathilde;Ruffin;16;1 61 07 73 682 964 03
2490;François;Leforgeron;43;1 52 08 17 394 350 39
2491;Jean;Ben;78;1 77 09 24 777 278 46
2492;Marie;Ben;24;1 53 11 44 690 951 36
2493;Benoit;Dugommier;90;1 35 10 88 944 300 12
2494;Marc;Macron;29;1 26 01 54 546 977 11
2495;Mathilde;Leforgeron;35;1 21 08 94 152 059 58
2496;Jean;Jack;58;1 61 11 78 105 674 10
2497;Roger;Leforgeron;49;1 12 04 82 879 990 48
2498;Nathan;Dugommier;103;1 54 03 60 929 739 08
2499;Mathilde;Dugommier;107;1 66 03 20 527 073 49
2500;Jean;Macron;87;1 01 04 52 676 785 43
2501;Jean;Macron;96;1 25 07 52 867 805 67
2502;Mathilde;Ruffin;2;1 13 05 05 509 334 24
2503;François;Hammon;68;1 23 02 22 532 870 96
2504;Margaux;Ben;61;1 46 11 48 612 195 85
2505;François;Hammon;45;1 72 10 32 813 460 72
2506;Marc;Wilson;78;1 62 02 93 726 452 08
2507;Marie;Dugommier;100;1 18 05 59 891 599 75
2508;François;Wilson;67;1 18 07 28 373 056 39
2509;Nathan;Leforgeron;30;1 67 09 33 699 310 87
2510;Albert;Ben;63;1 26 04 83 750 299 12
2511;Nathan;Ruffin;8;1 58 04 79 782 500 01
2512;Benoit;Hammon;1;1 04 04 38 463 750 05
2513;Benoit;Macron;102;1 78 10 60 731 967 21
2514;Benoit;Dugommier;67;1 03 01 56 922 132 67
2515;Nathan;Macron;101;1 25 03 94 376 768 47
2516;Cyril;Lepetit;20;1 73 07 40 297 595 51
2517;Mathilde;Ruffin;70;1 22 03 68 849 503 70
2518;Roger;Hammon;6;1 28 05 30 399 513 91
2519;Benoit;Lepetit;105;1 11 09 10 760 376 59
2520;François;Leforgeron;78;1 87 04 70 168 525 48
2521;Mathilde;Valls;54;1 45 02 02 252 135 12
2522;Albert;Leforgeron;69;1 46 11 16 001 426 97
2523;Benoit;Hammon;45;1 72 10 85 836 520 20
2524;Jean;Leforgeron;44;1 13 01 90 903 886 97
2525;Cyril;Hammon;71;1 63 09 29 286 089 72
2526;Mathilde;Lepetit;84;1 05 10 08 965 591 42
2527;Roger;Ruffin;16;1 75 08 41 774 256 51
2528;Marc;Dugommier;116;1 65 11 72 920 143 78
2529;Benoit;Ben;31;1 05 10 62 333 112 34
2530;Roger;Leforgeron;110;1 31 07 50 751 350 06
2531;Marie;Wilson;87;1 12 04 71 034 142 50
2532;Roger;Wilson;51;1 57 11 50 643 349 05
2533;Albert;Leforgeron;104;1 16 05 49 284 371 49
2534;Margaux;Wilson;11;1 32 05 29 637 944 38
2535;Cyril;Lepetit;57;1 43 04 86 410 400 27
2536;Benoit;Ben;112;1 52 01 88 669 151 47
2537;Cyril;Dugommier;105;1 83 08 76 523 442 87
2538;Albert;Hammon;46;1 67 09 08 646 216 17
2539;Roger;Macron;63;1 13 04 05 054 212 85
2540;Marc;Ben;109;1 28 10 51 372 104 30
2541;Roger;Macron;15;1 67 11 86 139 807 73
2542;Albert;Valls;101;1 31 11 37 492 069 07
2543;Albert;Ben;47;1 41 01 64 169 055 63
2544;Albert;Ben;117;1 53 04 43 064 661 72
2545;Margaux;Dugommier;26;1 12 09 39 278 423 81
2546;Mathilde;Macron;15;1 13 11 47 374 577 50
2547;Nathan;Dugommier;61;1 58 02 45 154 509 23
2548;Jean;Dugommier;94;1 03 01 23 289 705 41
2549;Albert;Lepetit;35;1 71 01 52 058 935 92
2550;Benoit;Dugommier;71;1 57 03 15 454 932 05
2551;Margaux;Wilson;109;1 62 03 17 245 392 39
2552;Mathilde;Hammon;98;1 82 01 89 580 864 28
2553;Cyril;Dugommier;8;1 01 09 30 531 456 31
2554;Cyril;Jack;13;1 64 02 16 620 854 66
2555;Nathan;Jack;92;1 75 03 03 248 109 63
2556;Margaux;Lepetit;114;1 16 05 24 248 832 29
2557;Marie;Lepetit;93;1 33 04 74 937 806 29
2558;Roger;Ben;52;1 34 03 22 949 168 17
2559;Marie;Ben;33;1 66 08 09 341 242 48
2560;Cyril;Wilson;24;1 66 06 79 474 325 23
2561;Marie;Ruffin;105;1 65 07 84 451 933 79
2562;Marie;Ruffin;17;1 53 06 14 757 125 60
2563;Benoit;Ruffin;43;1 23 09 66 805 584 14
2564;Benoit;Ben;37;1 37 01 74 787 374 90
2565;Roger;Dugommier;19;1 74 04 64 724 187 70
2566;Marc;Ruffin;27;1 04 09 04 139 592 95
2567;Nathan;Dugommier;67;1 62 07 11 966 174 79
2568;Marc;Lepetit;110;1 43 04 48 512 766 66
2569;Nathan;Wilson;92;1 07 06 59 308 538 04
2570;Margaux;Wilson;46;1 86 03 62 185 727 50
2571;Marc;Wilson;60;1 26 08 61 942 772 71
2572;Margaux;Leforgeron;25;1 17 03 49 885 423 64
2573;Marie;Jack;111;1 02 08 47 386 175 15
2574;Albert;Leforgeron;57;1 33 01 34 482 074 84
2575;Mathilde;Ben;51;1 05 07 24 524 614 38
2576;Marie;Jack;16;1 02 08 10 374 050 50
2577;Nathan;Lepetit;10;1 41 05 11 668 497 40
2578;François;Wilson;57;1 21 01 19 785 882 57
2579;Marc;Macron;67;1 03 05 23 374 645 39
2580;Cyril;Ruffin;115;1 64 07 07 398 208 42
2581;Benoit;Dugommier;79;1 71 05 90 696 816 82
2582;Roger;Lepetit;5;1 53 11 45 651 120 76
2583;Roger;Ruffin;78;1 73 10 53 066 706 21
2584;Marc;Leforgeron;17;1 58 11 69 126 718 22
2585;Mathilde;Jack;64;1 56 07 51 392 230 06
2586;Benoit;Hammon;62;1 43 05 81 797 676 93
2587;Jean;Ruffin;64;1 26 01 30 017 598 34
2588;Marie;Valls;106;1 05 11 78 807 595 08
2589;Cyril;Leforgeron;59;1 54 11 49 727 670 47
2590;Marc;Ruffin;56;1 84 09 93 059 290 26
2591;Marie;Leforgeron;12;1 16 05 80 323 905 02
2592;Cyril;Jack;5;1 31 11 06 890 839 75
2593;Marc;Valls;97;1 68 08 75 447 416 39
2594;Cyril;Lepetit;69;1 88 01 41 054 773 61
2595;Roger;Wilson;98;1 75 04 68 998 076 83
2596;Margaux;Ruffin;49;1 14 01 61 478 286 47
2597;Margaux;Macron;117;1 54 07 54 936 088 48
2598;Cyril;Jack;112;1 05 07 50 988 143 03
2599;Cyril;Leforgeron;56;1 56 09 26 336 264 02
2600;Benoit;Wilson;38;1 48 04 78 517 573 37
2601;Roger;Valls;7;1 45 08 80 246 538 58
2602;Mathilde;Macron;25;1 47 08 86 408 399 22
2603;Marie;Valls;40;1 47 07 06 962 210 93
2604;Marie;Lepetit;62;1 18 07 37 734 721 31
2605;Roger;Wilson;73;1 32 05 74 740 630 13
2606;Roger;Leforgeron;107;1 74 02 33 884 961 88
2607;Margaux;Hammon;80;1 67 08 92 011 282 07
2608;Benoit;Lepetit;61;1 67 08 56 137 054 38
2609;Roger;Wilson;108;1 05 02 46 225 765 86
2610;Nathan;Jack;45;1 58 01 35 465 526 34
2611;Marc;Lepetit;52;1 76 08 67 980 684 05
2612;Albert;Dugommier;118;1 82 01 53 279 996 77
2613;Cyril;Ruffin;36;1 44 05 08 751 703 61
2614;Albert;Hammon;103;1 46 01 63 380 107 64
2615;Margaux;Lepetit;9;1 31 03 23 555 091 08
2616;Margaux;Dugommier;43;1 48 05 12 123 212 39
2617;Marie;Wilson;2;1 78 05 73 253 712 03
2618;Mathilde;Leforgeron;31;1 11 07 51 135 074 67
2619;Cyril;Hammon;119;1 05 05 04 740 423 45
2620;Mathilde;Macron;31;1 65 06 19 170 133 79
2621;François;Ruffin;81;1 52 02 65 174 060 16
2622;Nathan;Dugommier;94;1 58 01 93 583 241 44
2623;Jean;Wilson;113;1 28 08 78 730 236 18
2624;Cyril;Wilson;68;1 47 08 26 282 700 19
2625;Jean;Lepetit;17;1 02 10 31 351 142 19
2626;Albert;Jack;60;1 82 09 57 722 505 19
2627;Albert;Wilson;75;1 07 01 16 678 641 77
2628;Cyril;Wilson;107;1 66 11 41 636 376 52
2629;Jean;Macron;92;1 07 04 32 690 727 81
2630;Nathan;Ben;34;1 84 01 41 901 988 81
2631;Mathilde;Lepetit;102;1 63 06 22 637 540 19
2632;Benoit;Macron;31;1 46 09 75 163 373 94
2633;Albert;Hammon;21;1 57 07 20 600 117 22
2634;Mathilde;Jack;110;1 16 11 54 672 221 15
2635;Jean;Jack;25;1 55 06 32 617 908 45
2636;Marie;Jack;2;1 12 04 58 037 723 52
2637;Margaux;Valls;47;1 27 07 76 330 747 56
2638;Jean;Hammon;9;1 84 11 89 869 379 70
2639;Marc;Dugommier;69;1 18 05 47 151 429 22
2640;Margaux;Ben;99;1 06 02 73 894 204 05
2641;Margaux;Lepetit;49;1 28 10 77 229 210 54
2642;Marc;Dugommier;115;1 44 05 62 830 807 22
2643;Mathilde;Leforgeron;100;1 45 10 54 196 537 78
2644;Roger;Ben;104;1 75 02 17 919 286 91
2645;Cyril;Valls;74;1 31 04 24 143 400 97
2646;Nathan;Leforgeron;74;1 03 01 31 700 985 98
2647;Cyril;Valls;93;1 22 01 78 256 658 95
2648;Albert;Valls;6;1 26 04 34 632 963 91
2649;Marc;Valls;75;1 35 04 84 252 574 88
2650;Benoit;Ben;24;1 78 08 78 903 743 07
2651;Marc;Ben;87;1 01 04 01 561 205 98
2652;Benoit;Hammon;85;1 73 03 69 349 213 76
2653;Jean;Ben;6;1 12 10 10 233 161 15
2654;Margaux;Hammon;84;1 08 05 58 964 587 81
2655;Mathilde;Wilson;62;1 28 01 02 917 703 97
2656;Albert;Hammon;68;1 01 03 69 477 767 81
2657;Marie;Dugommier;110;1 21 05 17 583 185 72
2658;Benoit;Hammon;29;1 56 10 76 718 863 51
2659;Roger;Macron;54;1 68 02 24 747 919 43
2660;Margaux;Jack;72;1 04 01 03 422 694 11
2661;Mathilde;Valls;52;1 35 05 86 803 430 13
2662;François;Ruffin;105;1 85 06 23 855 317 95
2663;Albert;Ruffin;37;1 31 06 13 926 475 58
2664;Margaux;Dugommier;30;1 67 11 94 516 751 87
2665;Roger;Lepetit;93;1 03 06 11 456 136 35
2666;Albert;Valls;28;1 68 08 57 218 381 25
2667;Margaux;Ben;49;1 43 02 19 393 001 88
2668;Benoit;Valls;116;1 06 03 05 503 559 87
2669;Jean;Leforgeron;78;1 38 11 41 984 318 37
2670;Benoit;Dugommier;2;1 62 07 07 194 684 76
2671;Jean;Dugommier;43;1 32 01 75 086 540 60
2672;Albert;Ruffin;27;1 68 01 88 528 252 79
2673;Nathan;Lepetit;47;1 85 07 56 357 560 39
2674;Cyril;Valls;50;1 51 01 46 151 621 92
2675;Margaux;Macron;89;1 61 07 15 822 775 41
2676;Mathilde;Ben;14;1 08 05 34 387 689 75
2677;Marc;Leforgeron;6;1 48 01 42 095 644 21
2678;Roger;Dugommier;19;1 27 11 43 588 291 39
2679;Cyril;Jack;89;1 84 06 58 514 257 18
2680;Marc;Macron;36;1 73 04 61 763 875 61
2681;Nathan;Wilson;50;1 48 02 24 376 647 97
2682;Marie;Lepetit;86;1 75 11 40 587 627 36
2683;Benoit;Ben;32;1 78 04 52 529 903 09
2684;Cyril;Dugommier;119;1 35 07 11 417 050 15
2685;Jean;Hammon;91;1 84 07 80 174 458 75
2686;Marie;Leforgeron;99;1 88 05 26 139 833 19
2687;Albert;Macron;52;1 03 02 31 411 671 48
2688;François;Leforgeron;9;1 42 07 24 411 077 50
2689;Cyril;Hammon;53;1 82 04 75 343 457 56
2690;François;Macron;14;1 55 03 85 598 126 24
2691;Jean;Lepetit;77;1 25 08 79 747 714 96
2692;Cyril;Ruffin;10;1 83 01 64 049 602 88
2693;Marc;Wilson;4;1 61 01 06 264 457 08
2694;Roger;Macron;77;1 56 10 42 268 089 49
2695;Margaux;Jack;6;1 28 01 08 571 127 48
2696;Jean;Valls;64;1 43 08 60 250 140 01
2697;Marc;Dugommier;88;1 24 02 12 801 345 19
2698;Marc;Ruffin;111;1 47 08 04 542 525 33
2699;Cyril;Macron;108;1 46 04 83 008 502 97
2700;Jean;Lepetit;99;1 83 03 56 090 302 31
2701;François;Hammon;99;1 12 09 27 832 409 13
2702;Mathilde;Dugommier;11;1 53 01 71 969 976 37
2703;Cyril;Dugommier;50;1 52 10 09 195 717 50
2704;Mathilde;Valls;75;1 31 11 47 536 444 61
2705;Margaux;Valls;48;1 55 11 01 615 860 39
2706;Albert;Jack;2;1 22 07 35 857 231 40
2707;Benoit;Ben;7;1 85 01 36 978 148 02
2708;Nathan;Ruffin;20;1 44 04 22 518 384 77
2709;Marie;Ben;99;1 21 02 69 624 571 15
2710;Roger;Ben;51;1 68 03 24 823 020 01
2711;Nathan;Wilson;87;1 66 04 49 375 368 66
2712;Albert;Lepetit;10;1 12 05 07 316 665 54
2713;Albert;Ruffin;90;1 22 05 52 069 314 26
2714;Margaux;Valls;13;1 51 04 24 508 347 07
2715;Roger;Wilson;59;1 34 02 64 639 790 62
2716;Albert;Hammon;55;1 15 06 18 571 158 01
2717;Marie;Jack;54;1 42 03 20 549 599 02
2718;Nathan;Wilson;70;1 63 04 54 790 884 17
2719;Albert;Lepetit;99;1 28 03 37 785 223 13
2720;Mathilde;Ben;74;1 44 05 92 527 581 40
2721;Cyril;Jack;115;1 08 09 46 985 647 16
2722;François;Jack;105;1 62 06 10 634 368 07
2723;François;Ruffin;119;1 74 01 58 561 133 40
2724;Jean;Ben;86;1 22 07 37 006 241 69
2725;Cyril;Wilson;43;1 41 02 66 633 930 44
2726;Cyril;Leforgeron;15;1 45 09 85 064 537 67
2727;Marc;Wilson;9;1 68 05 14 093 825 61
2728;Marc;Hammon;92;1 16 07 80 578 091 82
2729;Benoit;Hammon;29;1 46 01 25 443 330 06
2730;Benoit;Macron;3;1 01 05 79 008 175 11
2731;Roger;Dugommier;55;1 65 07 67 642 529 40
2732;François;Jack;50;1 57 08 78 477 344 77
2733;Cyril;Macron;58;1 83 05 49 529 938 26
2734;Marc;Ruffin;27;1 01 05 72 772 971 41
2735;Margaux;Hammon;59;1 53 03 40 125 777 68
2736;Albert;Wilson;85;1 76 01 71 297 561 85
2737;Mathilde;Ruffin;9;1 58 05 93 635 720 05
2738;Jean;Wilson;68;1 37 08 56 340 760 36
2739;Benoit;Macron;25;1 61 10 58 042 094 12
2740;Marie;Leforgeron;78;1 67 05 39 973 986 62
2741;Margaux;Wilson;6;1 17 03 51 251 508 54
2742;Jean;Dugommier;44;1 86 08 29 622 393 18
2743;Margaux;Hammon;113;1 28 11 79 017 575 82
2744;Roger;Valls;112;1 57 05 41 620 643 43
2745;Albert;Ben;19;1 18 07 52 713 811 38
2746;Cyril;Wilson;9;1 57 07 60 540 624 24
2747;Marie;Leforgeron;24;1 57 05 44 293 586 08
2748;Albert;Wilson;119;1 13 06 16 418 597 19
2749;Benoit;Valls;27;1 28 03 42 343 402 56
2750;Roger;Lepetit;88;1 18 04 83 498 373 44
2751;Benoit;Jack;19;1 35 05 13 346 288 14
2752;Margaux;Leforgeron;81;1 03 03 17 507 255 97
2753;François;Ruffin;89;1 52 06 50 735 658 39
2754;Albert;Macron;22;1 48 03 13 957 552 44
2755;Nathan;Valls;106;1 21 02 66 825 754 95
2756;Marie;Valls;51;1 86 04 72 559 483 16
2757;Marie;Ben;65;1 37 07 14 035 750 97
2758;Margaux;Jack;102;1 05 06 75 900 323 56
2759;Nathan;Wilson;11;1 01 08 13 106 689 65
2760;Jean;Ruffin;116;1 26 04 63 745 453 73
2761;Jean;Hammon;74;1 82 08 06 200 541 84
2762;Roger;Valls;8;1 53 01 75 043 996 77
2763;Marie;Dugommier;62;1 27 06 55 912 544 37
2764;Roger;Ruffin;48;1 41 10 11 986 356 37
2765;Marc;Wilson;82;1 77 09 15 720 894 43
2766;Marc;Lepetit;113;1 35 03 18 115 118 42
2767;Albert;Jack;89;1 38 06 22 037 548 48
2768;Albert;Valls;71;1 25 06 91 969 378 90
2769;Jean;Lepetit;110;1 47 11 66 318 126 86
2770;Margaux;Macron;4;1 71 08 33 407 342 93
2771;Albert;Ben;47;1 31 05 73 631 054 30
2772;Cyril;Valls;98;1 75 07 22 927 640 48
2773;Mathilde;Lepetit;25;1 41 09 57 337 033 09
2774;Marc;Macron;76;1 16 01 07 123 716 69
2775;Marie;Wilson;104;1 01 03 16 944 242 60
2776;Benoit;Wilson;56;1 08 11 66 693 431 98
2777;Mathilde;Jack;37;1 75 04 06 903 555 50
2778;Margaux;Dugommier;78;1 14 07 28 937 206 62
2779;Mathilde;Hammon;46;1 08 09 41 676 091 48
2780;Nathan;Jack;56;1 23 01 53 029 941 59
2781;Marc;Ruffin;99;1 02 04 57 109 374 96
2782;Marc;Wilson;71;1 62 07 63 647 200 46
2783;François;Wilson;95;1 08 06 89 511 867 54
2784;François;Jack;1;1 34 10 69 968 399 92
2785;Albert;Leforgeron;118;1 08 10 40 397 924 36
2786;Nathan;Leforgeron;23;1 52 09 76 407 395 30
2787;Marie;Ben;38;1 83 07 01 118 933 39
2788;Cyril;Ben;15;1 83 09 07 533 280 03
2789;Marc;Jack;78;1 82 07 89 264 124 37
2790;Albert;Leforgeron;28;1 65 08 86 250 273 01
2791;Albert;Macron;46;1 76 08 63 225 006 74
2792;Marc;Macron;58;1 24 01 24 140 723 97
2793;Nathan;Jack;9;1 53 10 58 982 134 83
2794;Marc;Lepetit;2;1 77 02 52 306 853 69
2795;Cyril;Dugommier;3;1 57 10 06 777 412 30
2796;Mathilde;Leforgeron;25;1 28 05 83 365 918 18
2797;François;Ben;106;1 68 07 38 147 783 38
2798;Margaux;Wilson;33;1 44 07 42 689 783 12
2799;Margaux;Leforgeron;8;1 15 05 23 722 559 59
2800;Marie;Ruffin;72;1 43 10 65 227 418 96
2801;Benoit;Hammon;11;1 27 06 25 670 523 87
2802;Roger;Macron;110;1 85 01 24 355 881 53
2803;Mathilde;Dugommier;61;1 11 11 28 808 953 84
2804;Nathan;Wilson;15;1 67 10 37 721 586 61
2805;Marie;Valls;79;1 46 11 30 655 229 85
2806;Benoit;Jack;43;1 15 06 56 157 111 72
2807;Jean;Macron;23;1 23 08 24 473 012 22
2808;Marie;Dugommier;67;1 65 02 25 668 801 63
2809;Cyril;Leforgeron;64;1 68 09 07 496 893 42
2810;François;Ruffin;116;1 52 11 75 883 861 07
2811;Roger;Macron;27;1 12 09 30 948 590 39
2812;Margaux;Ben;3;1 17 10 25 934 839 82
2813;Margaux;Jack;82;1 15 06 84 906 811 89
2814;Albert;Valls;6;1 57 08 93 916 372 93
2815;Roger;Jack;70;1 41 03 78 331 777 51
2816;Nathan;Hammon;55;1 42 08 89 732 187 12
2817;François;Valls;40;1 23 08 39 652 223 01
2818;Jean;Dugommier;59;1 14 07 48 173 500 14
2819;Mathilde;Hammon;21;1 33 01 58 998 505 95
2820;François;Valls;4;1 18 09 48 716 713 81
2821;Cyril;Dugommier;24;1 74 07 40 323 870 83
2822;Cyril;Jack;96;1 61 07 92 610 123 22
2823;Nathan;Leforgeron;117;1 16 03 41 123 906 98
2824;Cyril;Leforgeron;7;1 01 08 20 403 113 28
2825;Benoit;Macron;24;1 06 06 31 745 265 57
2826;Marie;Dugommier;31;1 32 08 26 137 784 51
2827;Albert;Dugommier;119;1 07 06 57 563 147 45
2828;Cyril;Leforgeron;14;1 83 06 35 808 020 29
2829;Marie;Ben;111;1 74 06 67 457 452 37
2830;Roger;Ben;99;1 45 03 47 528 326 95
2831;Marc;Hammon;6;1 03 11 53 802 706 82
2832;Benoit;Macron;1;1 44 07 68 702 460 70
2833;Margaux;Valls;67;1 14 07 37 002 827 20
2834;Marc;Macron;72;1 04 02 03 226 083 37
2835;Roger;Valls;7;1 66 05 57 743 833 49
2836;Jean;Ruffin;32;1 06 06 78 011 178 85
2837;Roger;Hammon;68;1 06 11 49 527 387 91
2838;Benoit;Macron;59;1 16 04 45 991 150 52
2839;Jean;Lepetit;42;1 83 07 42 739 597 96
2840;Nathan;Hammon;12;1 18 01 63 675 685 25
2841;Nathan;Hammon;46;1 67 11 15 086 791 89
2842;Albert;Leforgeron;51;1 81 11 54 049 164 79
2843;Roger;Hammon;31;1 26 03 44 884 387 76
2844;Margaux;Jack;24;1 58 10 22 315 915 87
2845;Roger;Wilson;51;1 54 07 94 195 539 29
2846;Roger;Ben;78;1 25 04 38 530 914 68
2847;Marie;Valls;28;1 73 05 68 660 865 51
2848;Roger;Macron;85;1 21 02 39 453 176 14
2849;Benoit;Lepetit;7;1 22 02 81 356 158 93
2850;Jean;Hammon;109;1 48 05 20 709 832 70
2851;Roger;Hammon;75;1 24 06 56 424 143 37
2852;Marie;Ruffin;71;1 44 03 26 589 326 04
2853;Marie;Macron;6;1 17 10 91 700 868 29
2854;Marc;Leforgeron;119;1 56 11 84 376 631 57
2855;Nathan;Hammon;59;1 61 09 34 391 897 65
2856;Nathan;Valls;64;1 85 03 34 837 182 96
2857;Margaux;Lepetit;72;1 83 11 66 772 219 94
2858;Roger;Macron;93;1 77 09 46 431 889 36
2859;Margaux;Macron;83;1 32 01 57 780 041 14
2860;François;Jack;82;1 77 02 58 143 541 05
2861;Margaux;Ruffin;45;1 22 01 81 456 474 98
2862;Nathan;Wilson;68;1 04 06 42 206 106 93
2863;Marie;Jack;43;1 22 02 70 926 928 58
2864;Cyril;Dugommier;7;1 64 02 21 204 062 41
2865;François;Hammon;112;1 54 05 24 789 719 37
2866;François;Hammon;12;1 21 03 82 632 009 82
2867;Cyril;Macron;73;1 28 03 18 296 114 31
2868;Marie;Hammon;64;1 58 02 50 203 517 98
2869;Benoit;Dugommier;95;1 75 10 44 301 933 46
2870;Cyril;Leforgeron;94;1 16 11 13 363 899 13
2871;François;Valls;59;1 08 11 32 778 674 38
2872;Margaux;Lepetit;104;1 87 09 08 929 612 03
2873;Jean;Wilson;100;1 87 09 16 824 949 79
2874;Nathan;Hammon;22;1 32 08 80 144 543 61
2875;François;Wilson;52;1 88 07 31 009 275 62
2876;Benoit;Macron;23;1 85 10 67 501 972 41
2877;François;Wilson;27;1 01 06 37 970 455 89
2878;François;Dugommier;56;1 67 07 24 953 834 44
2879;Marc;Macron;56;1 64 08 68 684 539 84
2880;Nathan;Lepetit;116;1 43 01 91 320 767 03
2881;Jean;Ben;61;1 46 06 23 266 222 69
2882;Albert;Macron;35;1 77 03 79 737 621 55
2883;François;Lepetit;102;1 71 11 02 722 006 83
2884;Mathilde;Ruffin;24;1 36 07 85 167 058 62
2885;Margaux;Lepetit;78;1 81 02 49 074 344 08
2886;François;Valls;102;1 32 06 20 438 210 72
2887;Margaux;Macron;76;1 73 05 36 071 125 31
2888;Cyril;Leforgeron;39;1 36 11 60 259 870 61
2889;Benoit;Jack;74;1 32 03 61 075 901 31
2890;Nathan;Hammon;68;1 07 01 15 865 131 33
2891;Marc;Ben;117;1 23 10 40 122 244 03
2892;Mathilde;Jack;40;1 05 03 06 511 426 80
2893;Roger;Jack;8;1 65 03 04 756 908 24
2894;Cyril;Hammon;59;1 07 05 27 073 369 76
2895;Cyril;Lepetit;117;1 87 06 71 151 635 24
2896;Benoit;Ruffin;71;1 21 10 10 541 429 31
2897;Roger;Lepetit;86;1 83 07 40 600 579 78
2898;Nathan;Leforgeron;42;1 55 03 81 241 884 67
2899;Jean;Dugommier;46;1 18 06 12 224 569 76
2900;François;Jack;91;1 51 11 31 404 377 35
2901;Benoit;Valls;12;1 38 01 37 774 884 32
2902;Nathan;Valls;9;1 62 09 92 221 488 93
2903;Jean;Wilson;44;1 47 07 68 776 474 14
2904;Roger;Leforgeron;31;1 57 04 46 810 399 02
2905;François;Leforgeron;61;1 45 11 31 334 144 17
2906;Albert;Macron;107;1 54 04 65 114 842 59
2907;Roger;Jack;61;1 73 06 70 902 320 44
2908;Albert;Macron;48;1 85 11 61 837 032 57
2909;Marc;Macron;2;1 07 04 77 937 459 53
2910;Mathilde;Jack;40;1 87 01 32 967 758 62
2911;Marc;Dugommier;34;1 62 07 82 230 057 72
2912;Roger;Leforgeron;27;1 86 02 35 960 455 63
2913;Roger;Dugommier;21;1 25 02 03 636 432 85
2914;Albert;Ben;8;1 31 07 61 037 821 67
2915;Margaux;Ben;105;1 38 03 24 799 950 02
2916;Nathan;Hammon;10;1 62 10 14 647 472 21
2917;Nathan;Wilson;119;1 75 10 82 692 415 02
2918;Marie;Hammon;47;1 21 10 87 215 490 10
2919;Jean;Lepetit;76;1 24 09 19 379 304 29
2920;Margaux;Jack;22;1 78 04 88 031 225 20
2921;Nathan;Valls;108;1 58 07 28 195 965 40
2922;Nathan;Wilson;61;1 38 01 25 070 688 62
2923;Roger;Macron;44;1 53 01 01 886 836 83
2924;François;Jack;15;1 64 08 37 031 379 26
2925;François;Hammon;33;1 53 11 19 305 445 47
2926;Albert;Hammon;85;1 88 03 90 785 851 83
2927;Nathan;Macron;91;1 03 02 42 932 635 22
2928;Benoit;Ben;78;1 45 10 48 358 794 01
2929;Benoit;Dugommier;22;1 54 08 48 155 245 51
2930;François;Hammon;38;1 86 05 78 892 368 86
2931;Marc;Hammon;82;1 44 08 37 552 030 95
2932;Mathilde;Ruffin;81;1 16 01 94 248 334 89
2933;Jean;Dugommier;106;1 32 06 11 778 478 76
2934;Albert;Ruffin;115;1 81 07 20 642 086 82
2935;Roger;Leforgeron;56;1 88 04 25 336 169 21
2936;François;Jack;52;1 88 07 30 320 041 78
2937;Cyril;Leforgeron;24;1 03 08 12 249 891 96
2938;Benoit;Macron;11;1 84 05 27 055 381 84
2939;Marie;Macron;49;1 07 01 22 602 934 51
2940;Jean;Wilson;65;1 07 03 59 955 962 77
2941;Marie;Leforgeron;69;1 24 03 36 111 924 16
2942;Benoit;Ruffin;80;1 74 07 01 675 206 59
2943;Nathan;Jack;92;1 68 07 74 131 949 97
2944;Nathan;Wilson;25;1 53 02 24 518 625 55
2945;Margaux;Ben;1;1 01 09 64 153 852 44
2946;François;Wilson;34;1 67 05 52 287 398 50
2947;Marie;Ben;104;1 87 07 50 429 190 51
2948;Roger;Ben;44;1 41 10 83 316 562 77
2949;Albert;Ruffin;88;1 86 09 15 167 832 62
2950;Nathan;Jack;4;1 45 08 65 679 086 69
2951;Margaux;Valls;59;1 85 04 91 324 679 78
2952;Jean;Jack;3;1 63 03 13 230 884 76
2953;Marie;Macron;65;1 26 07 91 078 630 70
